Version;TopDUAsStatus;DUAMaxFdp;NodeMaxFdp;EdgeMaxFdp;topDUANodeSubsumption;topDUAEdgeSubsumption;
JacksonDatabind-34b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-35b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-36b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-37b;clear;0.1429;0.0;0.0;True;True;
JacksonDatabind-38b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-39b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-40b;clear;0.25;0.0;0.0;True;True;
JacksonDatabind-41b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-42b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-43b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-46b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-47b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-48b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-49b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-50b;clear;1.0;0.0;0.0;notclear;True;
JacksonDatabind-51b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-52b;clear;0.5;0.0;0.0;False;False;
JacksonDatabind-53b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-54b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-55b;clear;0.1111;0.0;0.0;True;True;
JacksonDatabind-56b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-57b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-58b;clear;0.0588;0.0;0.0;True;True;
JacksonDatabind-59b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-60b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-61b;notclear;1.0;0.0;0.0;notclear;notclear;
JacksonDatabind-62b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-63b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-64b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-65b;clear;0.5;0.0;0.0;False;False;
JacksonDatabind-66b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-67b;clear;1.0;0.0;0.0;False;False;
JacksonDatabind-68b;clear;1.0;0.0;0.0;False;True;
JacksonDatabind-69b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-70b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-71b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-72b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-73b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-74b;clear;0.3333;0.0;0.0;False;True;
JacksonDatabind-75b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-76b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-77b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-78b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-79b;clear;0.25;0.0;0.0;True;True;
JacksonDatabind-80b;clear;0.0625;0.0;0.0;False;True;
JacksonDatabind-81b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-82b;clear;0.1667;0.0;0.0;True;True;
JacksonDatabind-83b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-84b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-85b;clear;0.5;0.0;0.0;False;True;
JacksonDatabind-86b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-87b;clear;1.0;0.0;0.0;False;True;
JacksonDatabind-88b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-89b;clear;0.5;0.0;0.0;False;False;
JacksonDatabind-90b;clear;0.1667;0.0;0.0;True;True;
JacksonDatabind-91b;clear;0.3333;0.0;0.0;False;False;
JacksonDatabind-92b;clear;0.5;0.0;0.0;False;True;
JacksonDatabind-93b;clear;0.0909;0.0;0.0;False;False;
JacksonDatabind-94b;clear;0.3333;0.0;0.0;False;True;
JacksonDatabind-96b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-97b;clear;0.5;0.0;0.0;False;True;
JacksonDatabind-98b;clear;1.0;0.0;0.0;False;True;
JacksonDatabind-99b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-100b;clear;0.25;0.0;0.0;True;True;
JacksonDatabind-101b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-102b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-103b;clear;0.3333;0.0;0.0;True;True;
JacksonDatabind-104b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-105b;clear;0.25;0.0;0.0;False;True;
JacksonDatabind-106b;clear;0.5;0.0;0.0;False;False;
JacksonDatabind-107b;clear;1.0;0.0;0.0;True;True;
JacksonDatabind-108b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-109b;notclear;1.0;0.0;0.0;True;True;
JacksonDatabind-110b;clear;0.5;0.0;0.0;True;True;
JacksonDatabind-111b;clear;0.1667;0.0;0.0;True;True;
JacksonDatabind-112b;clear;0.5;0.0;0.0;False;True;
JacksonXml-1b;clear;1.0;0.0;0.0;True;True;
JacksonXml-2b;clear;0.25;0.0;0.0;True;True;
JacksonXml-3b;clear;1.0;0.0;0.0;True;True;
JacksonXml-4b;clear;1.0;0.0;0.0;True;True;
JacksonXml-5b;clear;0.1667;0.0;0.0;True;True;
JacksonXml-6b;clear;1.0;0.0;0.0;True;True;
Jsoup-1b;clear;0.5;0.0;0.0;True;True;
Jsoup-2b;clear;0.3333;0.0;0.0;False;True;
Jsoup-3b;clear;0.3333;0.0;0.0;True;True;
Jsoup-4b;clear;0.6667;0.0;0.0;True;True;
Jsoup-5b;clear;0.5;0.0;0.0;True;True;
Jsoup-6b;clear;1.0;0.0;0.0;True;True;
Jsoup-7b;clear;0.0769;0.0;0.0;True;True;
Jsoup-8b;clear;1.0;0.0;0.0;True;True;
Jsoup-9b;clear;0.5;0.0;0.0;True;True;
Jsoup-10b;clear;0.0625;0.0;0.0;True;True;
Jsoup-11b;clear;1.0;0.0;0.0;True;True;
Jsoup-12b;clear;1.0;0.0;0.0;True;True;
Jsoup-13b;clear;1.0;0.0;0.0;True;True;
Jsoup-14b;clear;1.0;0.0;0.0;True;True;
Jsoup-15b;clear;1.0;0.0;0.0;True;True;
Jsoup-16b;clear;1.0;0.0;0.0;True;True;
Jsoup-17b;notclear;0.5;0.0;0.0;notclear;notclear;
Jsoup-18b;clear;1.0;0.0;0.0;True;True;
Jsoup-19b;clear;1.0;0.0;0.0;True;True;
Jsoup-20b;notclear;0.5;0.0;0.0;notclear;notclear;
Jsoup-21b;clear;0.2857;0.0;0.0;True;True;
Jsoup-22b;notclear;0.0952;0.0;0.0;notclear;notclear;
Jsoup-23b;clear;0.3333;0.0;0.0;True;True;
Jsoup-24b;clear;1.0;0.0;0.0;True;True;
Jsoup-25b;clear;0.1667;0.0;0.0;notclear;True;
Jsoup-26b;clear;1.0;0.0;0.0;notclear;notclear;
Jsoup-27b;clear;0.4;0.0;0.0;True;True;
Jsoup-28b;clear;1.0;0.0;0.0;True;True;
Jsoup-29b;clear;1.0;0.0;0.0;True;True;
Jsoup-30b;clear;1.0;0.0;0.0;True;True;
Jsoup-31b;clear;0.5;0.0;0.0;True;True;
Jsoup-32b;clear;0.5;0.0;0.0;True;True;
Jsoup-33b;clear;0.5;0.0;0.0;True;True;
Jsoup-34b;clear;0.5;0.0;0.0;True;True;
Jsoup-35b;clear;0.5;0.0;0.0;True;True;
Jsoup-36b;clear;0.5;0.0;0.0;True;True;
Jsoup-37b;clear;0.3333;0.0;0.0;False;True;
Jsoup-38b;notclear;1.0;0.0;0.0;notclear;notclear;
Jsoup-39b;clear;1.0;0.0;0.0;False;False;
Jsoup-40b;clear;1.0;0.0;0.0;True;True;
Jsoup-41b;clear;0.5;0.0;0.0;True;True;
Jsoup-42b;clear;1.0;0.0;0.0;True;True;
Jsoup-43b;clear;0.3333;0.0;0.0;True;True;
Jsoup-44b;clear;1.0;0.0;0.0;True;True;
Jsoup-45b;clear;1.0;0.0;0.0;True;True;
Jsoup-46b;clear;1.0;0.0;0.0;True;True;
Jsoup-47b;clear;0.5;0.0;0.0;True;True;
Jsoup-48b;clear;1.0;0.0;0.0;True;True;
Jsoup-49b;clear;0.5;0.0;0.0;False;True;
Jsoup-50b;clear;1.0;0.0;0.0;False;True;
Jsoup-51b;clear;1.0;0.0;0.0;False;True;
Jsoup-52b;clear;1.0;0.0;0.0;True;True;
Jsoup-53b;clear;1.0;0.0;0.0;True;True;
Jsoup-54b;clear;1.0;0.0;0.0;True;True;
Jsoup-55b;clear;1.0;0.0;0.0;True;True;
Jsoup-56b;clear;1.0;0.0;0.0;True;True;
Jsoup-57b;clear;1.0;0.0;0.0;False;True;
Jsoup-58b;clear;1.0;0.0;0.0;True;True;
Jsoup-59b;clear;0.5;0.0;0.0;True;True;
Jsoup-60b;clear;1.0;0.0;0.0;True;True;
Jsoup-61b;clear;0.2;0.0;0.0;True;True;
Jsoup-62b;clear;1.0;0.0;0.0;True;True;
Jsoup-63b;clear;1.0;0.0;0.0;True;True;
Jsoup-64b;clear;0.4;0.0;0.0;True;True;
Jsoup-65b;clear;1.0;0.0;0.0;True;True;
Jsoup-66b;clear;0.5;0.0;0.0;True;True;
Jsoup-67b;notclear;0.1429;0.0;0.0;notclear;notclear;
Jsoup-68b;clear;1.0;0.0;0.0;True;True;
Jsoup-69b;clear;1.0;0.0;0.0;False;False;
Jsoup-70b;notclear;0.3333;0.0;0.0;notclear;notclear;
Jsoup-71b;clear;1.0;0.0;0.0;True;True;
Jsoup-72b;clear;1.0;0.0;0.0;True;True;
Jsoup-73b;clear;1.0;0.0;0.0;True;True;
Jsoup-74b;clear;0.2;0.0;0.0;True;True;
Jsoup-75b;clear;0.5;0.0;0.0;True;True;
Jsoup-76b;clear;0.5;0.0;0.0;True;True;
Jsoup-77b;clear;0.25;0.0;0.0;True;True;
Jsoup-78b;clear;0.25;0.0;0.0;True;True;
Jsoup-79b;notclear;0.0058;0.0;0.0;notclear;notclear;
Jsoup-80b;clear;1.0;0.0;0.0;True;True;
Jsoup-81b;clear;0.3333;0.0;0.0;False;True;
Jsoup-82b;notclear;0.2;0.0;0.0;True;True;
Jsoup-83b;clear;0.5;0.0;0.0;True;True;
Jsoup-84b;clear;0.5;0.0;0.0;True;True;
Jsoup-85b;clear;0.0017;0.0;0.0;True;True;
Jsoup-86b;clear;0.3333;0.0;0.0;True;True;
Jsoup-87b;clear;1.0;0.0;0.0;False;False;
Jsoup-88b;clear;0.1429;0.0;0.0;True;True;
Jsoup-89b;clear;1.0;0.0;0.0;False;True;
Jsoup-90b;clear;0.0222;0.0;0.0;True;True;
Jsoup-91b;clear;1.0;0.0;0.0;False;True;
Jsoup-92b;clear;0.3333;0.0;0.0;True;True;
Jsoup-93b;clear;1.0;0.0;0.0;True;True;
JxPath-1b;clear;0.6667;0.0;0.0;True;True;
JxPath-2b;clear;1.0;0.0;0.0;True;True;
JxPath-3b;clear;0.2;0.0;0.0;False;True;
JxPath-4b;clear;0.6;0.0;0.0;True;True;
JxPath-5b;clear;1.0;0.0;0.0;True;True;
JxPath-6b;clear;1.0;0.0;0.0;False;False;
JxPath-7b;clear;1.0;0.0;0.0;True;True;
JxPath-8b;clear;1.0;0.0;0.0;True;True;
JxPath-9b;clear;1.0;0.0;0.0;True;True;
JxPath-10b;clear;1.0;0.0;0.0;True;True;
JxPath-11b;clear;0.5;0.0;0.0;True;True;
JxPath-12b;clear;1.0;0.0;0.0;True;True;
JxPath-13b;clear;1.0;0.0;0.0;True;True;
JxPath-14b;clear;1.0;0.0;0.0;True;True;
JxPath-15b;clear;0.4;0.0;0.0;True;True;
JxPath-16b;clear;1.0;0.0;0.0;True;True;
JxPath-17b;clear;1.0;0.0;0.0;True;True;
JxPath-18b;clear;1.0;0.0;0.0;True;True;
JxPath-19b;clear;0.5;0.0;0.0;True;True;
JxPath-20b;clear;1.0;0.0;0.0;True;True;
JxPath-21b;clear;1.0;0.0;0.0;True;True;
JxPath-22b;clear;1.0;0.0;0.0;True;True;
Lang-1b;clear;0.25;0.0;0.0;True;True;
Lang-3b;clear;0.3333;0.0;0.0;True;True;
Lang-4b;notclear;0.3333;0.0;0.0;True;True;
Lang-5b;clear;0.5;0.0;0.0;False;True;
Lang-7b;clear;1.0;0.0;0.0;True;True;
Lang-8b;clear;1.0;0.0;0.0;True;True;
Lang-9b;clear;1.0;0.0;0.0;False;False;
Lang-10b;clear;0.125;0.0;0.0;True;True;
Lang-11b;notclear;0.0;0.0;0.0;notclear;notclear;
Lang-12b;clear;1.0;0.0;0.0;True;True;
Lang-13b;notclear;0.1667;0.0;0.0;True;True;
Lang-14b;clear;0.0588;0.0;0.0;True;True;
Lang-15b;clear;1.0;0.0;0.0;True;True;
Lang-16b;clear;0.5;0.0;0.0;True;True;
Lang-17b;clear;0.0714;0.0;0.0;True;True;
Lang-18b;clear;1.0;0.0;0.0;True;True;
Lang-19b;notclear;1.0;0.0;0.0;False;True;
Lang-20b;clear;1.0;0.0;0.0;True;True;
Lang-21b;clear;1.0;0.0;0.0;True;True;
Lang-22b;clear;1.0;0.0;0.0;True;True;
Lang-23b;clear;0.25;0.0;0.0;False;True;
Lang-24b;clear;1.0;0.0;0.0;True;True;
Lang-25b;notclear;0.0;0.0;0.0;notclear;notclear;
Lang-26b;clear;1.0;0.0;0.0;True;True;
Lang-27b;clear;1.0;0.0;0.0;True;True;
Lang-28b;notclear;0.5;0.0;0.0;False;False;
Lang-29b;clear;1.0;0.0;0.0;False;True;
Lang-30b;clear;1.0;0.0;0.0;False;False;
Lang-31b;clear;0.5;0.0;0.0;True;True;
Lang-32b;clear;1.0;0.0;0.0;True;True;
Lang-33b;clear;1.0;0.0;0.0;True;True;
Lang-34b;clear;1.0;0.0;0.0;True;True;
Math-1b;clear;0.5;0.0;0.0;True;True;
Math-2b;clear;0.1429;0.0;0.0;True;True;
Math-4b;clear;0.5;0.0;0.0;True;True;
Math-5b;clear;1.0;0.0;0.0;True;True;
Math-6b;clear;1.0;0.0;0.0;True;True;
Math-7b;clear;1.0;0.0;0.0;False;False;
Math-8b;clear;0.3333;0.0;0.0;True;True;
Math-9b;clear;0.037;0.0;0.0;True;True;
Math-10b;clear;0.3333;0.0;0.0;True;True;
Math-11b;clear;0.3333;0.0;0.0;True;True;
Math-12b;clear;0.5;0.0;0.0;True;True;
Math-13b;clear;0.0357;0.0;0.0;False;False;
Math-14b;clear;0.037;0.0;0.0;False;False;
Math-15b;clear;0.5;0.0;0.0;True;True;
Math-16b;clear;0.0909;0.0;0.0;True;True;
Math-17b;clear;1.0;0.0;0.0;True;True;
Math-18b;clear;1.0;0.0;0.0;True;True;
Math-19b;clear;0.5;0.0;0.0;True;True;
Math-20b;clear;1.0;0.0;0.0;True;True;
Math-21b;clear;1.0;0.0;0.0;True;True;
Math-22b;clear;0.25;0.0;0.0;True;True;
Math-23b;clear;1.0;0.0;0.0;False;False;
Math-24b;clear;0.5;0.0;0.0;True;True;
Math-25b;clear;0.25;0.0;0.0;True;True;
Math-26b;clear;1.0;0.0;0.0;True;True;
Math-27b;clear;0.0067;0.0;0.0;False;False;
Math-28b;clear;1.0;0.0;0.0;True;True;
Math-29b;clear;0.6667;0.0;0.0;True;True;
Math-30b;clear;0.5;0.0;0.0;True;True;
Math-31b;clear;1.0;0.0;0.0;True;True;
Math-32b;clear;1.0;0.0;0.0;False;False;
Math-33b;clear;0.5;0.0;0.0;True;True;
Math-34b;clear;0.5;0.0;0.0;True;True;
Math-35b;clear;0.2857;0.0;0.0;True;True;
Math-36b;clear;0.0455;0.0;0.0;True;True;
Math-37b;clear;1.0;0.0;0.0;True;True;
Math-38b;clear;1.0;0.0;0.0;True;True;
Math-39b;clear;0.25;0.0;0.0;True;True;
Math-40b;clear;0.25;0.0;0.0;True;True;
Math-41b;clear;0.3333;0.0;0.0;True;True;
Math-42b;clear;0.25;0.0;0.0;False;False;
Math-43b;clear;0.6;0.0;0.0;True;True;
Math-44b;clear;0.5;0.0;0.0;True;True;
Math-45b;clear;0.0159;0.0;0.0;True;True;
Math-46b;clear;0.6667;0.0;0.0;True;True;
Math-47b;clear;0.5;0.0;0.0;True;True;
Math-48b;clear;0.0833;0.0;0.0;True;True;
Math-49b;clear;1.0;0.0;0.0;False;True;
Math-50b;clear;1.0;0.0;0.0;True;True;
Math-51b;clear;0.0833;0.0;0.0;True;True;
Math-52b;clear;0.5;0.0;0.0;True;True;
Math-53b;clear;0.0102;0.0;0.0;False;True;
Math-54b;clear;1.0;0.0;0.0;True;True;
Math-56b;clear;1.0;0.0;0.0;True;True;
Math-57b;clear;1.0;0.0;0.0;False;False;
Math-58b;clear;1.0;0.0;0.0;True;True;
Math-59b;clear;1.0;0.0;0.0;True;True;
Math-60b;clear;1.0;0.0;0.0;True;True;
Math-61b;clear;1.0;0.0;0.0;True;True;
Math-62b;clear;0.5;0.0;0.0;True;True;
Math-63b;clear;1.0;0.0;0.0;True;True;
Math-64b;clear;0.25;0.0;0.0;False;False;
Math-65b;clear;1.0;0.0;0.0;True;True;
Math-66b;clear;1.0;0.0;0.0;True;True;
Math-67b;clear;1.0;0.0;0.0;True;True;
Math-68b;clear;0.25;0.0;0.0;False;True;
Math-69b;clear;0.6667;0.0;0.0;False;False;
Math-70b;clear;0.0065;0.0;0.0;True;True;
Math-71b;clear;1.0;0.0;0.0;True;True;
Math-72b;clear;1.0;0.0;0.0;True;True;
Math-73b;clear;1.0;0.0;0.0;True;True;
Math-74b;clear;1.0;0.0;0.0;True;True;
Math-75b;clear;0.3333;0.0;0.0;True;True;
Math-76b;clear;0.6667;0.0;0.0;True;True;
Math-77b;clear;1.0;0.0;0.0;True;True;
Math-78b;clear;0.3333;0.0;0.0;True;True;
Math-79b;clear;1.0;0.0;0.0;False;False;
Math-80b;clear;1.0;0.0;0.0;True;True;
Math-81b;clear;0.3333;0.0;0.0;True;True;
Math-82b;clear;0.5;0.0;0.0;False;False;
Math-83b;clear;0.25;0.0;0.0;True;True;
Math-84b;clear;0.5;0.0;0.0;True;True;
Math-85b;clear;1.0;0.0;0.0;True;True;
Math-86b;clear;0.25;0.0;0.0;True;True;
Math-87b;clear;0.5;0.0;0.0;True;True;
Math-88b;clear;0.5;0.0;0.0;False;False;
Math-90b;notclear;0.1667;0.0;0.0;True;True;
Math-91b;clear;1.0;0.0;0.0;True;True;
Math-92b;clear;0.5;0.0;0.0;True;True;
Math-93b;clear;1.0;0.0;0.0;True;True;
Math-94b;clear;1.0;0.0;0.0;False;False;
Math-95b;clear;0.5;0.0;0.0;True;True;
Math-96b;clear;0.5;0.0;0.0;True;True;
Math-97b;clear;1.0;0.0;0.0;False;False;
Math-98b;clear;0.0588;0.0;0.0;False;False;
Math-99b;clear;1.0;0.0;0.0;True;True;
Math-100b;clear;1.0;0.0;0.0;False;True;
Math-101b;clear;1.0;0.0;0.0;False;True;
Math-102b;clear;1.0;0.0;0.0;True;True;
Math-103b;clear;1.0;0.0;0.0;True;True;
Math-104b;clear;0.05;0.0;0.0;False;True;
Math-105b;clear;0.1111;0.0;0.0;True;True;
Math-106b;clear;0.5;0.0;0.0;True;True;
Mockito-1b;clear;1.0;0.0;0.0;True;True;
Mockito-2b;clear;0.0059;0.0;0.0;True;True;
Mockito-3b;clear;0.8571;0.0;0.0;True;True;
Mockito-4b;clear;0.0769;0.0;0.0;True;True;
Mockito-5b;clear;0.5;0.0;0.0;True;True;
Mockito-6b;clear;1.0;0.0;0.0;False;True;
Mockito-7b;clear;1.0;0.0;0.0;True;True;
Mockito-8b;clear;0.04;0.0;0.0;True;True;
Mockito-9b;clear;0.75;0.0;0.0;True;True;
Mockito-10b;clear;0.04;0.0;0.0;True;True;
Mockito-11b;clear;0.0026;0.0;0.0;True;True;
Mockito-12b;clear;0.75;0.0;0.0;True;True;
Mockito-13b;clear;1.0;0.0;0.0;False;True;
Mockito-14b;clear;0.0769;0.0;0.0;True;True;
Mockito-15b;clear;0.0714;0.0;0.0;True;True;
Mockito-16b;clear;0.5;0.0;0.0;True;True;
Mockito-17b;clear;0.0667;0.0;0.0;True;True;
Mockito-18b;clear;0.0021;0.0;0.0;True;True;
Mockito-19b;clear;0.1667;0.0;0.0;True;True;
Mockito-20b;clear;1.0;0.0;0.0;True;True;
Mockito-21b;clear;0.5;0.0;0.0;True;True;
Mockito-22b;clear;1.0;0.0;0.0;False;False;
Mockito-23b;clear;1.0;0.0;0.0;False;True;
Mockito-24b;clear;0.3333;0.0;0.0;True;True;
Mockito-25b;clear;0.8;0.0;0.0;True;True;
Mockito-26b;clear;0.4;0.0;0.0;True;True;
Mockito-27b;clear;0.0769;0.0;0.0;True;True;
Mockito-28b;clear;0.5;0.0;0.0;True;True;
Mockito-29b;clear;0.5;0.0;0.0;False;True;
Mockito-30b;clear;0.1;0.0;0.0;True;True;
Mockito-31b;clear;0.25;0.0;0.0;True;True;
Mockito-32b;clear;0.0667;0.0;0.0;True;True;
Mockito-33b;clear;0.125;0.0;0.0;False;True;
Mockito-34b;clear;0.1667;0.0;0.0;False;False;
Mockito-35b;clear;0.0188;0.0;0.0;True;True;
Mockito-36b;clear;0.0192;0.0;0.0;True;True;
Mockito-37b;clear;0.0317;0.0;0.0;False;True;
Mockito-38b;clear;0.0476;0.0;0.0;False;True;
Time-1b;clear;1.0;0.0;0.0;True;True;
Time-2b;clear;0.5;0.0;0.0;True;True;
Time-3b;clear;0.3333;0.0;0.0;True;True;
Time-4b;clear;0.3333;0.0;0.0;False;True;
Time-5b;clear;0.5;0.0;0.0;True;True;
Time-6b;clear;1.0;0.0;0.0;True;True;
Time-7b;clear;1.0;0.0;0.0;True;True;
Time-8b;clear;1.0;0.0;0.0;True;True;
Time-9b;clear;1.0;0.0;0.0;True;True;
Time-10b;clear;1.0;0.0;0.0;True;True;
Time-11b;clear;1.0;0.0;0.0;True;True;
Time-12b;clear;1.0;0.0;0.0;True;True;
Time-13b;clear;0.5;0.0;0.0;True;True;
Time-14b;clear;1.0;0.0;0.0;False;False;
Time-15b;clear;1.0;0.0;0.0;True;True;
Time-16b;clear;0.7;0.0;0.0;False;False;
Time-17b;clear;0.3333;0.0;0.0;True;True;
Time-18b;clear;0.0909;0.0;0.0;False;True;
Time-19b;clear;0.04;0.0;0.0;True;True;
Time-20b;clear;0.1667;0.0;0.0;False;True;
Time-22b;clear;0.2;0.0;0.0;True;True;
Time-23b;clear;0.5;0.0;0.0;True;True;
Time-24b;clear;0.7778;0.0;0.0;True;True;
Time-25b;clear;0.3333;0.0;0.0;True;True;
Time-26b;clear;1.0;0.0;0.0;True;True;
Time-27b;clear;1.0;0.0;0.0;True;True;
