Program;Version;UncFdpMax;NoUncFdpMax;Status;SubFdpMax;NoSubFdpMax;LessFdpUnc;MoreFdpUnc;FdpMaxDF
Jsoup;47b;0.500000;6;clear;0.000000;0;False;True;0.500000
Jsoup;48b;1.000000;4;clear;1.000000;1;False;False;1.000000
Jsoup;49b;0.500000;1;clear;0.500000;3;False;False;0.500000
Jsoup;4b;0.666667;2;clear;0.000000;0;False;True;0.666667
Jsoup;50b;1.000000;2;clear;0.000000;0;False;True;1.000000
Jsoup;51b;1.000000;1;clear;0.000000;0;False;True;1.000000
Jsoup;52b;1.000000;18;clear;1.000000;35;False;False;1.000000
Jsoup;53b;1.000000;7;clear;0.000000;0;False;True;1.000000
Jsoup;54b;1.000000;6;clear;0.000000;0;False;True;1.000000
Jsoup;55b;1.000000;5;clear;0.000000;0;False;True;1.000000
Jsoup;56b;1.000000;9;clear;1.000000;1;False;False;1.000000
Jsoup;57b;1.000000;2;clear;0.000000;0;False;True;1.000000
Jsoup;58b;1.000000;10;clear;1.000000;5;False;False;1.000000
Jsoup;59b;0.500000;7;clear;0.000000;0;False;True;0.500000
Jsoup;5b;0.500000;5;clear;0.000000;0;False;True;0.500000
Jsoup;60b;1.000000;1;clear;0.000000;0;False;True;1.000000
Jsoup;61b;0.200000;1;clear;0.000000;0;False;True;0.200000
Jsoup;62b;1.000000;5;clear;1.000000;5;False;False;1.000000
Jsoup;63b;1.000000;7;clear;0.000000;0;False;True;1.000000
Jsoup;64b;0.400000;6;clear;0.000000;0;False;True;0.400000
Jsoup;65b;1.000000;9;clear;1.000000;3;False;False;1.000000
Jsoup;66b;0.500000;2;clear;0.000000;0;False;True;0.500000
Jsoup;67b;0.000000;0;notclear;0.142857;22;True;False;0.142857
Jsoup;68b;1.000000;1;clear;1.000000;3;False;False;1.000000
Jsoup;69b;1.000000;6;clear;0.000000;0;False;True;1.000000
Jsoup;6b;1.000000;10;clear;1.000000;29;False;False;1.000000
Jsoup;70b;0.000000;0;notclear;0.333333;1;True;False;0.333333
Jsoup;71b;1.000000;6;clear;0.000000;0;False;True;1.000000
Jsoup;72b;1.000000;5;clear;0.000000;0;False;True;1.000000
Jsoup;73b;1.000000;6;clear;1.000000;3;False;False;1.000000
Jsoup;74b;0.200000;2;clear;0.200000;1;False;False;0.200000
Jsoup;75b;0.500000;3;clear;0.500000;2;False;False;0.500000
Jsoup;76b;0.500000;5;clear;0.000000;0;False;True;0.500000
Jsoup;77b;0.250000;3;clear;0.250000;5;False;False;0.250000
Jsoup;78b;0.250000;1;clear;0.250000;3;False;False;0.250000
Jsoup;79b;0.000000;0;notclear;0.005814;2;True;False;0.005814
Jsoup;7b;0.076923;6;clear;0.000000;0;False;True;0.076923
Jsoup;80b;1.000000;5;clear;0.000000;0;False;True;1.000000
Jsoup;81b;0.333333;2;clear;0.333333;2;False;False;0.333333
Jsoup;82b;0.200000;3;notclear;0.200000;4;False;False;0.200000
Jsoup;83b;0.500000;16;clear;0.000000;0;False;True;0.500000
Jsoup;84b;0.500000;1;clear;0.000000;0;False;True;0.500000
Jsoup;85b;0.001724;1;clear;0.000000;0;False;True;0.001724
Jsoup;86b;0.333333;6;clear;0.000000;0;False;True;0.333333
Jsoup;87b;1.000000;1;clear;0.000000;0;False;True;1.000000
Jsoup;88b;0.142857;1;clear;0.000000;0;False;True;0.142857
Jsoup;89b;1.000000;2;clear;0.000000;0;False;True;1.000000
Jsoup;8b;1.000000;2;clear;0.000000;0;False;True;1.000000
Jsoup;90b;0.022222;2;clear;0.000000;0;False;True;0.022222
Jsoup;91b;1.000000;3;clear;0.000000;0;False;True;1.000000
Jsoup;92b;0.333333;5;clear;0.000000;0;False;True;0.333333
Jsoup;93b;1.000000;9;clear;1.000000;10;False;False;1.000000
Jsoup;9b;0.500000;1;clear;0.000000;0;False;True;0.500000
JxPath;10b;1.000000;4;clear;0.000000;0;False;True;1.000000
JxPath;11b;0.500000;8;clear;0.500000;1;False;False;0.500000
JxPath;12b;1.000000;1;clear;0.000000;0;False;True;1.000000
JxPath;13b;1.000000;4;clear;0.000000;0;False;True;1.000000
JxPath;14b;1.000000;131;clear;1.000000;90;False;False;1.000000
JxPath;15b;0.400000;2;clear;0.400000;3;False;False;0.400000
JxPath;16b;1.000000;26;clear;1.000000;25;False;False;1.000000
JxPath;17b;1.000000;44;clear;1.000000;31;False;False;1.000000
JxPath;18b;1.000000;30;clear;1.000000;34;False;False;1.000000
JxPath;19b;0.500000;5;clear;0.500000;3;False;False;0.500000
JxPath;1b;0.666667;1;clear;0.000000;0;False;True;0.666667
JxPath;20b;1.000000;5;clear;0.000000;0;False;True;1.000000
JxPath;21b;1.000000;8;clear;1.000000;2;False;False;1.000000
JxPath;22b;1.000000;20;clear;1.000000;15;False;False;1.000000
JxPath;2b;1.000000;5;clear;0.000000;0;False;True;1.000000
JxPath;3b;0.200000;2;clear;0.000000;0;False;True;0.200000
JxPath;4b;0.600000;5;clear;0.000000;0;False;True;0.600000
JxPath;5b;1.000000;8;clear;1.000000;3;False;False;1.000000
JxPath;6b;1.000000;1;clear;1.000000;1;False;False;1.000000
JxPath;7b;1.000000;2;clear;0.000000;0;False;True;1.000000
JxPath;8b;1.000000;12;clear;1.000000;2;False;False;1.000000
JxPath;9b;1.000000;19;clear;1.000000;6;False;False;1.000000
Lang;10b;0.125000;1;clear;0.000000;0;False;True;0.125000
Lang;12b;1.000000;2;clear;0.000000;0;False;True;1.000000
Lang;13b;0.000000;0;notclear;0.166667;3;True;False;0.166667
Lang;14b;0.058824;5;clear;0.058824;3;False;False;0.058824
Lang;15b;1.000000;52;clear;1.000000;61;False;False;1.000000
Lang;16b;0.500000;17;clear;0.500000;24;False;False;0.500000
Lang;17b;0.071429;1;clear;0.071429;1;False;False;0.071429
Lang;18b;1.000000;15;clear;1.000000;17;False;False;1.000000
Lang;19b;1.000000;2;notclear;0.000000;0;False;True;1.000000
Lang;1b;0.250000;4;clear;0.250000;6;False;False;0.250000
Lang;20b;1.000000;4;clear;1.000000;1;False;False;1.000000
Lang;21b;1.000000;2;clear;1.000000;16;False;False;1.000000
Lang;22b;1.000000;23;clear;1.000000;21;False;False;1.000000
Lang;23b;0.250000;5;clear;0.250000;2;False;False;0.250000
Lang;24b;1.000000;90;clear;1.000000;112;False;False;1.000000
Lang;26b;1.000000;4;clear;0.000000;0;False;True;1.000000
Lang;27b;1.000000;7;clear;1.000000;7;False;False;1.000000
Lang;28b;0.500000;1;notclear;0.500000;2;False;False;0.500000
Lang;29b;1.000000;1;clear;1.000000;3;False;False;1.000000
Lang;30b;1.000000;1;clear;0.000000;0;False;True;1.000000
Lang;31b;0.500000;3;clear;0.000000;0;False;True;0.500000
Lang;32b;1.000000;1;clear;0.000000;0;False;True;1.000000
Lang;33b;1.000000;6;clear;1.000000;12;False;False;1.000000
Lang;34b;1.000000;19;clear;1.000000;16;False;False;1.000000
Lang;3b;0.333333;1;clear;0.333333;4;False;False;0.333333
Lang;4b;0.000000;0;notclear;0.333333;21;True;False;0.333333
Lang;56b;1.000000;91;clear;1.000000;109;False;False;1.000000
Lang;5b;0.500000;1;clear;0.000000;0;False;True;0.500000
Lang;7b;1.000000;13;clear;1.000000;9;False;False;1.000000
Lang;8b;1.000000;4;clear;1.000000;3;False;False;1.000000
Lang;9b;1.000000;1;clear;0.000000;0;False;True;1.000000
Math;100b;1.000000;1;clear;0.000000;0;False;True;1.000000
Math;101b;1.000000;2;clear;0.000000;0;False;True;1.000000
Math;102b;1.000000;8;clear;1.000000;26;False;False;1.000000
Math;103b;1.000000;2;clear;1.000000;3;False;False;1.000000
Math;104b;0.050000;2;clear;0.000000;0;False;True;0.050000
Math;105b;0.111111;29;clear;0.111111;8;False;False;0.111111
Math;106b;0.500000;1;clear;0.000000;0;False;True;0.500000
Math;10b;0.333333;3;clear;0.333333;24;False;False;0.333333
Math;11b;0.333333;6;clear;0.333333;22;False;False;0.333333
Math;12b;0.500000;14;clear;0.500000;13;False;False;0.500000
Math;13b;0.035714;2;clear;0.000000;0;False;True;0.035714
Math;14b;0.037037;2;clear;0.000000;0;False;True;0.037037
Math;15b;0.500000;1;clear;0.500000;2;False;False;0.500000
Math;16b;0.090909;4;clear;0.000000;0;False;True;0.090909
Math;17b;1.000000;57;clear;1.000000;30;False;False;1.000000
Math;18b;1.000000;2;clear;1.000000;3;False;False;1.000000
Math;19b;0.500000;11;clear;0.000000;0;False;True;0.500000
Math;1b;0.500000;12;clear;0.500000;14;False;False;0.500000
Math;20b;1.000000;24;clear;1.000000;14;False;False;1.000000
Math;21b;1.000000;5;clear;1.000000;18;False;False;1.000000
Math;22b;0.250000;6;clear;0.250000;3;False;False;0.250000
Math;23b;1.000000;2;clear;0.000000;0;False;True;1.000000
Math;24b;0.500000;1;clear;0.500000;14;False;False;0.500000
Math;25b;0.250000;8;clear;0.250000;2;False;False;0.250000
Math;26b;1.000000;6;clear;1.000000;3;False;False;1.000000
Math;27b;0.006711;1;clear;0.000000;0;False;True;0.006711
Math;28b;1.000000;5;clear;0.000000;0;False;True;1.000000
Math;29b;0.666667;5;clear;0.666667;2;False;False;0.666667
Math;2b;0.142857;5;clear;0.142857;1;False;False;0.142857
Math;30b;0.500000;6;clear;0.500000;12;False;False;0.500000
Math;31b;1.000000;3;clear;0.000000;0;False;True;1.000000
Math;32b;1.000000;4;clear;0.000000;0;False;True;1.000000
Math;33b;0.500000;5;clear;0.000000;0;False;True;0.500000
Math;34b;0.500000;7;clear;0.000000;0;False;True;0.500000
Math;35b;0.285714;5;clear;0.285714;2;False;False;0.285714
Math;36b;0.045455;3;clear;0.045455;9;False;False;0.045455
Math;37b;1.000000;3;clear;1.000000;1;False;False;1.000000
Math;38b;1.000000;9;clear;1.000000;45;False;False;1.000000
Math;39b;0.250000;1;clear;0.000000;0;False;True;0.250000
Math;40b;0.250000;5;clear;0.000000;0;False;True;0.250000
Math;41b;0.333333;25;clear;0.333333;42;False;False;0.333333
Math;42b;0.250000;1;clear;0.000000;0;False;True;0.250000
Math;43b;0.600000;2;clear;0.000000;0;False;True;0.600000
Math;44b;0.500000;1;clear;0.000000;0;False;True;0.500000
Math;45b;0.015873;3;clear;0.000000;0;False;True;0.015873
Math;46b;0.666667;2;clear;0.000000;0;False;True;0.666667
Math;47b;0.500000;3;clear;0.000000;0;False;True;0.500000
Math;48b;0.083333;5;clear;0.000000;0;False;True;0.083333
Math;49b;1.000000;3;clear;0.000000;0;False;True;1.000000
Math;4b;0.500000;2;clear;0.000000;0;False;True;0.500000
Math;50b;1.000000;2;clear;1.000000;10;False;False;1.000000
Math;51b;0.083333;5;clear;0.000000;0;False;True;0.083333
Math;52b;0.500000;5;clear;0.500000;27;False;False;0.500000
Math;53b;0.010204;1;clear;0.000000;0;False;True;0.010204
Math;54b;1.000000;4;clear;0.000000;0;False;True;1.000000
Math;56b;1.000000;14;clear;1.000000;55;False;False;1.000000
Math;57b;1.000000;2;clear;0.000000;0;False;True;1.000000
Math;58b;1.000000;5;clear;1.000000;3;False;False;1.000000
Math;59b;1.000000;8;clear;1.000000;7;False;False;1.000000
Math;5b;1.000000;3;clear;0.000000;0;False;True;1.000000
Math;60b;1.000000;9;clear;1.000000;11;False;False;1.000000
Math;61b;1.000000;3;clear;0.000000;0;False;True;1.000000
Math;62b;0.500000;13;clear;0.500000;40;False;False;0.500000
Math;63b;1.000000;15;clear;1.000000;13;False;False;1.000000
Math;64b;0.250000;1;clear;0.000000;0;False;True;0.250000
Math;65b;1.000000;8;clear;1.000000;34;False;False;1.000000
Math;66b;1.000000;60;clear;1.000000;123;False;False;1.000000
Math;67b;1.000000;19;clear;1.000000;39;False;False;1.000000
Math;68b;0.250000;4;clear;0.000000;0;False;True;0.250000
Math;69b;0.666667;3;clear;0.000000;0;False;True;0.666667
Math;6b;1.000000;84;clear;1.000000;96;False;False;1.000000
Math;70b;0.006452;2;clear;0.000000;0;False;True;0.006452
Math;71b;1.000000;12;clear;1.000000;9;False;False;1.000000
Math;72b;1.000000;14;clear;0.000000;0;False;True;1.000000
Math;73b;1.000000;10;clear;0.000000;0;False;True;1.000000
Math;74b;1.000000;1;clear;1.000000;7;False;False;1.000000
Math;75b;0.333333;3;clear;0.000000;0;False;True;0.333333
Math;76b;0.666667;2;clear;0.666667;6;False;False;0.666667
Math;77b;1.000000;13;clear;1.000000;36;False;False;1.000000
Math;78b;0.333333;7;clear;0.000000;0;False;True;0.333333
Math;79b;1.000000;2;clear;0.000000;0;False;True;1.000000
Math;7b;1.000000;1;clear;0.000000;0;False;True;1.000000
Math;80b;1.000000;51;clear;1.000000;103;False;False;1.000000
Math;81b;0.333333;11;clear;0.333333;11;False;False;0.333333
Math;82b;0.500000;1;clear;0.000000;0;False;True;0.500000
Math;83b;0.250000;1;clear;0.250000;3;False;False;0.250000
Math;84b;0.500000;10;clear;0.500000;29;False;False;0.500000
Math;85b;1.000000;11;clear;0.000000;0;False;True;1.000000
Math;86b;0.250000;6;clear;0.250000;24;False;False;0.250000
Math;87b;0.500000;3;clear;0.000000;0;False;True;0.500000
Math;88b;0.500000;1;clear;0.000000;0;False;True;0.500000
Math;8b;0.333333;1;clear;0.333333;17;False;False;0.333333
Math;90b;0.000000;0;notclear;0.166667;4;True;False;0.166667
Math;91b;1.000000;6;clear;1.000000;2;False;False;1.000000
Math;92b;0.500000;6;clear;0.500000;1;False;False;0.500000
Math;93b;1.000000;3;clear;0.000000;0;False;True;1.000000
Math;94b;1.000000;2;clear;0.000000;0;False;True;1.000000
Math;95b;0.500000;2;clear;0.500000;3;False;False;0.500000
Math;96b;0.500000;4;clear;0.000000;0;False;True;0.500000
Math;97b;1.000000;1;clear;1.000000;2;False;False;1.000000
Math;98b;0.058824;2;clear;0.058824;1;False;False;0.058824
Math;99b;1.000000;9;clear;1.000000;3;False;False;1.000000
Math;9b;0.037037;8;clear;0.000000;0;False;True;0.037037
Mockito;10b;0.040000;2;clear;0.000000;0;False;True;0.040000
Mockito;11b;0.002621;1;clear;0.002621;2;False;False;0.002621
Mockito;12b;0.750000;2;clear;0.000000;0;False;True;0.750000
Mockito;13b;1.000000;2;clear;0.000000;0;False;True;1.000000
Mockito;14b;0.076923;2;clear;0.000000;0;False;True;0.076923
Mockito;15b;0.071429;10;clear;0.071429;10;False;False;0.071429
Mockito;16b;0.500000;3;clear;0.000000;0;False;True;0.500000
Mockito;17b;0.066667;3;clear;0.066667;9;False;False;0.066667
Mockito;18b;0.002110;1;clear;0.002110;4;False;False;0.002110
Mockito;19b;0.166667;2;clear;0.000000;0;False;True;0.166667
Mockito;1b;1.000000;5;clear;0.000000;0;False;True;1.000000
Mockito;20b;1.000000;5;clear;0.000000;0;False;True;1.000000
Mockito;21b;0.500000;4;clear;0.000000;0;False;True;0.500000
Mockito;22b;1.000000;1;clear;0.000000;0;False;True;1.000000
Mockito;23b;1.000000;2;clear;0.000000;0;False;True;1.000000
Mockito;24b;0.333333;3;clear;0.000000;0;False;True;0.333333
Mockito;25b;0.800000;2;clear;0.000000;0;False;True;0.800000
Mockito;26b;0.400000;2;clear;0.000000;0;False;True;0.400000
Mockito;27b;0.076923;2;clear;0.000000;0;False;True;0.076923
Mockito;28b;0.500000;2;clear;0.000000;0;False;True;0.500000
Mockito;29b;0.500000;2;clear;0.000000;0;False;True;0.500000
Mockito;2b;0.005935;3;clear;0.000000;0;False;True;0.005935
Mockito;30b;0.100000;6;clear;0.100000;2;False;False;0.100000
Mockito;31b;0.250000;2;clear;0.000000;0;False;True;0.250000
Mockito;32b;0.066667;4;clear;0.066667;3;False;False;0.066667
Mockito;33b;0.125000;1;clear;0.000000;0;False;True;0.125000
Mockito;34b;0.166667;2;clear;0.166667;1;False;False;0.166667
Mockito;35b;0.018779;2;clear;0.018779;2;False;False;0.018779
Mockito;36b;0.019231;4;clear;0.000000;0;False;True;0.019231
Mockito;37b;0.031746;1;clear;0.000000;0;False;True;0.031746
Mockito;38b;0.047619;1;clear;0.000000;0;False;True;0.047619
Mockito;3b;0.857143;1;clear;0.857143;1;False;False;0.857143
Mockito;4b;0.076923;1;clear;0.000000;0;False;True;0.076923
Mockito;5b;0.500000;4;clear;0.500000;7;False;False;0.500000
Mockito;6b;1.000000;2;clear;0.000000;0;False;True;1.000000
Mockito;7b;1.000000;2;clear;0.000000;0;False;True;1.000000
Mockito;8b;0.040000;8;clear;0.000000;0;False;True;0.040000
Mockito;9b;0.750000;2;clear;0.000000;0;False;True;0.750000
Time;10b;1.000000;2;clear;0.000000;0;False;True;1.000000
Time;11b;1.000000;10;clear;1.000000;9;False;False;1.000000
Time;12b;1.000000;4;clear;0.000000;0;False;True;1.000000
Time;13b;0.500000;4;clear;0.000000;0;False;True;0.500000
Time;14b;1.000000;1;clear;0.000000;0;False;True;1.000000
Time;15b;1.000000;1;clear;0.000000;0;False;True;1.000000
Time;16b;0.700000;2;clear;0.000000;0;False;True;0.700000
Time;17b;0.333333;2;clear;0.333333;7;False;False;0.333333
Time;18b;0.090909;1;clear;0.000000;0;False;True;0.090909
Time;19b;0.040000;5;clear;0.000000;0;False;True;0.040000
Time;1b;1.000000;1;clear;1.000000;3;False;False;1.000000
Time;20b;0.166667;3;clear;0.000000;0;False;True;0.166667
Time;22b;0.200000;2;clear;0.000000;0;False;True;0.200000
Time;23b;0.500000;2;clear;0.500000;4;False;False;0.500000
Time;24b;0.777778;4;clear;0.000000;0;False;True;0.777778
Time;25b;0.333333;5;clear;0.000000;0;False;True;0.333333
Time;26b;1.000000;5;clear;0.000000;0;False;True;1.000000
Time;27b;1.000000;7;clear;0.000000;0;False;True;1.000000
Time;2b;0.500000;1;clear;0.500000;3;False;False;0.500000
Time;3b;0.333333;4;clear;0.000000;0;False;True;0.333333
Time;4b;0.333333;2;clear;0.000000;0;False;True;0.333333
Time;5b;0.500000;1;clear;0.000000;0;False;True;0.500000
Time;6b;1.000000;7;clear;0.000000;0;False;True;1.000000
Time;7b;1.000000;4;clear;1.000000;2;False;False;1.000000
Time;8b;1.000000;1;clear;1.000000;1;False;False;1.000000
Time;9b;1.000000;2;clear;1.000000;1;False;False;1.000000
